r_id,pais,ed,jc10,aoj11,q1,aoj12,b18,infrax,e16,aoj22,q3c,q5b,q10new_14,etid,vic1ext,vicbar7
5532,Honduras,0,0,Very Safe,Male,A lot,5,Less than 10 minutes,5,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,1,Indigenous,0,0
5533,Honduras,8,0,Very Safe,Male,Some,1,Between 10 and 30 minutes,1,Increase punishment of criminal,Catholic,Somewhat Important,NA,White,0,0
5534,Honduras,9,0,Somewhat Unsafe,Male,None,2,More than 1 hour and up to 3 hours,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,3,Mestizo,1,1
5535,Honduras,12,1,Somewhat Safe,Male,None,1,[Don't Read] There are no police/they would not come,10,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,9,Mestizo,1,1
5536,Honduras,0,0,Somewhat Safe,Male,Little,5,More than 3 hours,8,Increase punishment of criminal,Catholic,Very Important,1,Mestizo,0,1
5537,Honduras,12,0,Somewhat Unsafe,Female,Some,5,More than 30 minutes and up to an hour,5,Increase punishment of criminal,Catholic,Very Important,8,Mestizo,0,1
5538,Honduras,12,1,Somewhat Unsafe,Female,A lot,5,More than 1 hour and up to 3 hours,2,Implement preventative measures,Evangelical and Protestant,Somewhat Important,NA,Mestizo,1,1
5539,Honduras,18,0,Very Unsafe,Male,Little,4,More than 3 hours,7,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,5,White,0,0
5540,Honduras,12,0,Very Unsafe,Male,None,4,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,5,Mestizo,0,0
5541,Honduras,2,0,Very Safe,Male,Some,6,More than 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,5,White,0,0
5542,Honduras,2,1,Somewhat Unsafe,Female,None,2,Between 10 and 30 minutes,6,Increase punishment of criminal,Evangelical and Protestant,Very Important,9,Other,0,0
5543,Honduras,2,NA,Very Unsafe,Female,Little,6,More than 1 hour and up to 3 hours,7,Increase punishment of criminal,Catholic,Very Important,0,Black,0,1
5544,Honduras,5,0,Very Unsafe,Female,Some,4,More than 30 minutes and up to an hour,5,Both,Catholic,Very Important,NA,Don't Know,0,0
5545,Honduras,3,0,Very Safe,Male,Some,2,Between 10 and 30 minutes,5,Increase punishment of criminal,Catholic,Very Important,4,Mestizo,0,0
5546,Honduras,11,0,Very Safe,Male,None,1,[Don't Read] There are no police/they would not come,5,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,1,Mestizo,1,0
5547,Honduras,12,1,Somewhat Safe,Female,Little,2,More than 3 hours,10,Implement preventative measures,Catholic,Very Important,6,White,0,0
5548,Honduras,12,0,Somewhat Unsafe,Female,Little,5,[Don't Read] There are no police/they would not come,10,Increase punishment of criminal,Catholic,Very Important,3,Mestizo,1,0
5549,Honduras,6,0,Very Safe,Male,A lot,7,More than 30 minutes and up to an hour,2,Both,Catholic,Very Important,1,Mestizo,0,0
5550,Honduras,9,0,Somewhat Safe,Male,Some,4,More than 30 minutes and up to an hour,1,Implement preventative measures,Evangelical and Protestant,Very Important,7,Mestizo,0,0
5551,Honduras,9,1,Very Unsafe,Female,Little,1,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,Catholic,Somewhat Important,5,White,1,0
5552,Honduras,12,1,Somewhat Unsafe,Female,Some,2,[Don't Read] There are no police/they would not come,10,Increase punishment of criminal,Catholic,Very Important,1,Indigenous,0,1
5553,Honduras,3,1,Somewhat Safe,Male,None,1,[Don't Read] There are no police/they would not come,10,Increase punishment of criminal,Catholic,Very Important,12,Mestizo,0,0
5554,Honduras,6,0,Very Safe,Female,None,7,More than 30 minutes and up to an hour,1,Implement preventative measures,Catholic,Very Important,10,Mestizo,0,0
5555,Honduras,5,0,Very Safe,Male,None,3,[Don't Read] There are no police/they would not come,1,Increase punishment of criminal,Catholic,Very Important,7,White,0,0
5556,Honduras,12,1,Somewhat Unsafe,Female,A lot,6,More than 1 hour and up to 3 hours,10,Implement preventative measures,Catholic,Somewhat Important,10,Indigenous,0,1
5557,Honduras,12,0,Somewhat Safe,Female,None,5,[Don't Read] There are no police/they would not come,5,Both,Evangelical and Protestant,Very Important,8,Mulatto,0,0
5558,Honduras,6,0,Somewhat Safe,Male,Some,6,Between 10 and 30 minutes,8,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,7,White,0,0
5559,Honduras,6,NA,Very Safe,Female,Some,4,[Don't Read] There are no police/they would not come,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,12,Mestizo,0,0
5560,Honduras,15,0,Somewhat Safe,Female,None,3,Don't Know,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,10,White,0,0
5561,Honduras,14,0,Somewhat Unsafe,Female,A lot,5,More than 30 minutes and up to an hour,10,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,4,Mestizo,1,1
5562,Honduras,6,NA,Very Unsafe,Male,Little,5,Between 10 and 30 minutes,4,Increase punishment of criminal,Catholic,Very Important,4,Mestizo,0,1
5563,Honduras,5,0,Very Safe,Male,Little,5,[Don't Read] There are no police/they would not come,1,Both,Evangelical and Protestant,Very Important,16,White,0,NA
5564,Honduras,9,1,Very Unsafe,Male,A lot,1,More than 1 hour and up to 3 hours,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,2,Mestizo,0,0
5565,Honduras,2,0,Somewhat Unsafe,Male,Little,4,[Don't Read] There are no police/they would not come,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,12,Mestizo,0,0
5566,Honduras,8,1,Somewhat Safe,Male,Little,4,More than 30 minutes and up to an hour,6,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,12,Mestizo,0,1
5567,Honduras,1,0,Very Unsafe,Male,None,4,[Don't Read] There are no police/they would not come,4,Implement preventative measures,Catholic,Very Important,0,Mulatto,0,0
5568,Honduras,9,0,Somewhat Safe,Male,None,5,[Don't Read] There are no police/they would not come,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,9,White,1,1
5569,Honduras,12,0,Somewhat Safe,Female,A lot,6,Between 10 and 30 minutes,5,Increase punishment of criminal,Catholic,Very Important,NA,White,0,0
5570,Honduras,11,0,Somewhat Safe,Male,A lot,6,Less than 10 minutes,1,Both,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,NA,Black,0,0
5571,Honduras,4,0,Very Safe,Female,Little,7,More than 1 hour and up to 3 hours,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,10,Mestizo,0,NA
5572,Honduras,6,0,Somewhat Safe,Male,None,5,More than 1 hour and up to 3 hours,6,Implement preventative measures,Evangelical and Protestant,Very Important,7,Mestizo,0,0
5573,Honduras,12,1,Somewhat Safe,Female,A lot,1,Between 10 and 30 minutes,10,Implement preventative measures,Evangelical and Protestant,Very Important,8,Mestizo,0,1
5574,Honduras,12,1,Somewhat Safe,Male,A lot,2,Between 10 and 30 minutes,10,Implement preventative measures,Catholic,Very Important,16,Mestizo,0,0
5575,Honduras,12,0,Somewhat Safe,Male,A lot,2,More than 30 minutes and up to an hour,4,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,5,Mestizo,0,1
5576,Honduras,12,1,Somewhat Safe,Male,Little,3,More than 1 hour and up to 3 hours,10,Implement preventative measures,Catholic,Very Important,12,Mestizo,0,0
5577,Honduras,3,0,Somewhat Safe,Female,Some,7,More than 1 hour and up to 3 hours,7,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,3,Mestizo,0,0
5578,Honduras,12,0,Somewhat Safe,Male,Some,2,More than 3 hours,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,NA,Mestizo,0,1
5579,Honduras,12,0,Somewhat Safe,Female,Little,1,Between 10 and 30 minutes,10,Increase punishment of criminal,Catholic,Very Important,12,White,0,0
5580,Honduras,9,1,Somewhat Unsafe,Female,None,1,More than 30 minutes and up to an hour,1,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,12,Mestizo,0,1
5581,Honduras,3,0,Somewhat Safe,Female,None,1,More than 1 hour and up to 3 hours,10,Increase punishment of criminal,Evangelical and Protestant,Very Important,6,Mestizo,0,0
5582,Honduras,6,NA,Somewhat Unsafe,Female,A lot,5,More than 30 minutes and up to an hour,4,Both,Catholic,Somewhat Important,5,Mestizo,0,1
5583,Honduras,11,NA,Very Safe,Male,A lot,7,More than 30 minutes and up to an hour,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,4,Indigenous,0,0
5584,Honduras,2,0,Very Unsafe,Female,None,1,[Don't Read] There are no police/they would not come,1,Increase punishment of criminal,Evangelical and Protestant,Somewhat Important,1,White,0,0
5585,Honduras,6,0,Somewhat Unsafe,Female,Some,3,More than 3 hours,9,Increase punishment of criminal,Catholic,Not Very Important,NA,Indigenous,0,0
5586,Honduras,3,0,Very Safe,Female,Little,6,Less than 10 minutes,10,Increase punishment of criminal,Catholic,Very Important,3,Indigenous,0,0
5587,Honduras,6,1,Somewhat Safe,Male,None,6,More than 1 hour and up to 3 hours,3,Increase punishment of criminal,Catholic,Very Important,1,White,0,0
5588,Honduras,10,0,Very Unsafe,Female,None,2,More than 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,9,Mestizo,1,1
5589,Honduras,4,0,Very Safe,Male,A lot,4,[Don't Read] There are no police/they would not come,1,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,1,Mestizo,0,0
5590,Honduras,5,0,Somewhat Safe,Male,Little,2,Between 10 and 30 minutes,9,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,4,Mestizo,0,0
5591,Honduras,12,0,Very Safe,Female,None,4,[Don't Read] There are no police/they would not come,1,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,1,Mestizo,1,1
5592,Honduras,0,0,Somewhat Unsafe,Male,None,2,[Don't Read] There are no police/they would not come,1,Increase punishment of criminal,Catholic,Very Important,4,Mestizo,0,0
5593,Honduras,12,0,Somewhat Safe,Male,Little,1,Between 10 and 30 minutes,10,Increase punishment of criminal,Catholic,Very Important,11,Mestizo,1,0
5594,Honduras,18,1,Somewhat Unsafe,Male,Some,3,More than 30 minutes and up to an hour,5,Increase punishment of criminal,Catholic,Very Important,5,Mestizo,0,1
5595,Honduras,9,0,Very Safe,Male,Some,6,More than 1 hour and up to 3 hours,4,Both,Catholic,Very Important,1,Mestizo,0,0
5596,Honduras,8,1,Very Unsafe,Male,None,3,[Don't Read] There are no police/they would not come,10,Increase punishment of criminal,Catholic,Very Important,5,Mestizo,1,1
5597,Honduras,6,0,Somewhat Unsafe,Male,None,6,More than 1 hour and up to 3 hours,5,Both,Evangelical and Protestant,Very Important,12,White,0,0
5598,Honduras,6,NA,Very Safe,Female,Some,7,Between 10 and 30 minutes,4,Increase punishment of criminal,Evangelical and Protestant,Very Important,3,White,0,0
5599,Honduras,0,0,Very Safe,Female,None,1,Between 10 and 30 minutes,10,Increase punishment of criminal,Catholic,Very Important,6,White,0,1
5600,Honduras,1,0,Very Safe,Female,Don't Know,4,More than 30 minutes and up to an hour,2,Both,Evangelical and Protestant,Very Important,1,Mestizo,0,0
5601,Honduras,0,0,Somewhat Unsafe,Male,None,4,[Don't Read] There are no police/they would not come,1,Increase punishment of criminal,Catholic,Very Important,2,White,0,1
5602,Honduras,9,1,Somewhat Unsafe,Male,Some,4,[Don't Read] There are no police/they would not come,5,Increase punishment of criminal,Evangelical and Protestant,Very Important,0,Mestizo,0,1
5603,Honduras,3,0,Somewhat Safe,Female,Some,7,More than 1 hour and up to 3 hours,9,Both,Evangelical and Protestant,Somewhat Important,2,Mestizo,0,0
5604,Honduras,4,1,Somewhat Safe,Female,Little,7,Between 10 and 30 minutes,1,Implement preventative measures,Evangelical and Protestant,Very Important,2,Mestizo,0,0
5605,Honduras,9,1,Somewhat Safe,Female,None,2,More than 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,5,White,1,0
5606,Honduras,3,1,Somewhat Safe,Female,A lot,5,More than 3 hours,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,1,White,0,1
5607,Honduras,12,1,Very Safe,Male,A lot,2,More than 30 minutes and up to an hour,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,16,White,0,1
5608,Honduras,12,1,Somewhat Safe,Male,None,1,[Don't Read] There are no police/they would not come,5,Both,"Protestant, Mainline Protestant or Protestant non-Evangelical",Not Important at All,9,Mestizo,1,0
5609,Honduras,13,0,Somewhat Safe,Female,Little,1,Between 10 and 30 minutes,5,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,13,Mestizo,0,0
5610,Honduras,5,0,Somewhat Safe,Female,None,1,Less than 10 minutes,4,Increase punishment of criminal,Evangelical and Protestant,Very Important,1,Indigenous,0,0
5611,Honduras,2,0,Somewhat Safe,Male,Little,5,Between 10 and 30 minutes,2,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,4,Mestizo,0,0
5612,Honduras,3,1,Somewhat Unsafe,Female,Don't Know,7,More than 30 minutes and up to an hour,5,Implement preventative measures,Evangelical and Protestant,Very Important,9,Mestizo,0,0
5613,Honduras,6,1,Somewhat Safe,Male,None,2,Between 10 and 30 minutes,4,Implement preventative measures,Catholic,Very Important,1,Mestizo,0,0
5614,Honduras,6,1,Very Safe,Female,None,4,Between 10 and 30 minutes,10,Increase punishment of criminal,"Protestant, Mainline Protestant or Protestant non-Evangelical",Very Important,1,White,0,0
5615,Honduras,6,0,Somewhat Safe,Female,None,1,[Don't Read] There are no police/they would not come,10,Increase punishment of criminal,Evangelical and Protestant,Very Important,11,White,1,1
5616,Honduras,5,1,Very Unsafe,Female,A lot,5,More than 1 hour and up to 3 hours,3,Increase punishment of criminal,Catholic,Very Important,NA,Black,0,NA
5617,Honduras,11,1,Somewhat Unsafe,Female,Little,4,Between 10 and 30 minutes,10,Increase punishment of criminal,Catholic,Very Important,15,Mestizo,0,1
5618,Honduras,6,0,Somewhat Safe,Male,Little,3,More than 3 hours,7,Implement preventative measures,Catholic,Very Important,2,Mestizo,0,0
5619,Honduras,6,0,Somewhat Safe,Female,None,3,More than 30 minutes and up to an hour,1,Implement preventative measures,Catholic,Very Important,10,Mestizo,1,0
5620,Honduras,6,1,Somewhat Safe,Male,A lot,5,Between 10 and 30 minutes,4,Increase punishment of criminal,Catholic,Very Important,2,Indigenous,1,0
5621,Honduras,6,0,Somewhat Safe,Male,None,1,Between 10 and 30 minutes,10,Both,Evangelical and Protestant,Very Important,1,Mestizo,0,0
5622,Honduras,6,1,Somewhat Unsafe,Female,Don't Know,1,[Don't Read] There are no police/they would not come,1,Both,Evangelical and Protestant,Very Important,4,Mestizo,0,1
5623,Honduras,13,0,Somewhat Safe,Male,Some,6,More than 30 minutes and up to an hour,10,Implement preventative measures,Catholic,Somewhat Important,12,Mestizo,0,0
5624,Honduras,6,0,Very Unsafe,Female,Some,3,More than 1 hour and up to 3 hours,3,Increase punishment of criminal,Evangelical and Protestant,Very Important,6,White,0,1
5625,Honduras,2,1,Very Safe,Male,A lot,7,[Don't Read] There are no police/they would not come,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,1,Indigenous,0,0
5626,Honduras,3,1,Somewhat Safe,Male,Some,5,More than 30 minutes and up to an hour,5,Implement preventative measures,Catholic,Somewhat Important,8,Black,0,0
5627,Honduras,6,0,Very Safe,Female,A lot,5,[Don't Read] There are no police/they would not come,10,Increase punishment of criminal,Catholic,Very Important,4,Mestizo,0,1
