r_id,pais,ur,q2,q1,clien1,ed,tamano,cp5,cp8,cp9,cp13,q10
1690,Guatemala,Urban,81,Female,Nunca,12,Large City,3,4,4,4,8
1691,Guatemala,Urban,21,Male,Frecuentemente,12,National Capital (Metropolitan area),4,2,4,2,4
1692,Guatemala,Urban,40,Female,Nunca,12,Medium City,3,4,4,4,NA
1693,Guatemala,Urban,30,Male,Nunca,8,Medium City,4,4,4,4,3
1694,Guatemala,Rural,43,Male,Nunca,13,Rural Area,4,2,2,2,8
1695,Guatemala,Rural,42,Female,Nunca,6,Rural Area,4,4,4,4,5
1696,Guatemala,Rural,54,Male,Nunca,4,Rural Area,4,4,4,4,0
1697,Guatemala,Urban,34,Male,Nunca,6,Medium City,2,3,4,4,1
1698,Guatemala,Urban,31,Female,Nunca,3,Medium City,3,2,4,4,0
1699,Guatemala,Rural,52,Female,Nunca,3,Rural Area,3,3,4,4,1
1700,Guatemala,Urban,24,Male,Nunca,12,Medium City,2,2,4,4,9
1701,Guatemala,Urban,24,Male,Nunca,14,Medium City,2,4,2,4,2
1702,Guatemala,Urban,43,Male,Nunca,18,Medium City,1,1,4,4,4
1703,Guatemala,Rural,35,Female,Nunca,12,Rural Area,4,4,2,2,5
1704,Guatemala,Rural,34,Female,Nunca,12,Rural Area,4,2,4,4,4
1705,Guatemala,Urban,29,Female,Nunca,18,Medium City,4,4,4,4,8
1706,Guatemala,Urban,47,Male,Nunca,1,Medium City,2,2,2,1,1
1707,Guatemala,Rural,85,Male,Nunca,4,Rural Area,4,4,4,4,1
1708,Guatemala,Rural,23,Male,Nunca,11,Rural Area,4,4,4,4,1
1709,Guatemala,Rural,60,Female,Nunca,2,Rural Area,4,4,4,4,NA
1710,Guatemala,Rural,33,Female,Rara vez,6,Rural Area,2,2,4,4,2
1711,Guatemala,Urban,34,Male,Nunca,8,Large City,4,4,4,4,4
1712,Guatemala,Rural,49,Female,Nunca,0,Rural Area,4,4,4,4,1
1713,Guatemala,Rural,46,Female,Nunca,2,Rural Area,2,4,4,4,1
1714,Guatemala,Rural,20,Male,No Response,NA,Rural Area,NA,NA,NA,NA,NA
1715,Guatemala,Urban,27,Female,Nunca,12,Large City,2,4,4,4,5
1716,Guatemala,Rural,20,Female,Nunca,9,Rural Area,3,4,4,4,3
1717,Guatemala,Rural,57,Male,Nunca,18,Rural Area,1,1,4,4,9
1718,Guatemala,Urban,45,Female,Nunca,10,Medium City,4,4,4,4,2
1719,Guatemala,Rural,23,Male,Nunca,12,Rural Area,2,2,2,4,2
1720,Guatemala,Rural,34,Male,Rara vez,12,Rural Area,3,2,4,4,3
1721,Guatemala,Urban,38,Male,Nunca,11,Large City,4,4,4,4,5
1722,Guatemala,Rural,56,Male,Frecuentemente,0,Rural Area,3,4,4,3,1
1723,Guatemala,Urban,59,Female,Frecuentemente,12,Medium City,4,4,4,4,NA
1724,Guatemala,Rural,61,Male,Nunca,0,Rural Area,1,1,4,4,1
1725,Guatemala,Urban,56,Male,Nunca,12,Large City,2,2,4,1,4
1726,Guatemala,Urban,70,Male,Nunca,0,Medium City,4,4,4,4,3
1727,Guatemala,Urban,29,Female,Nunca,7,Medium City,3,2,2,4,6
1728,Guatemala,Urban,27,Female,Nunca,6,Medium City,4,4,4,4,NA
1729,Guatemala,Urban,60,Female,Rara vez,6,Large City,2,4,4,4,2
1730,Guatemala,Urban,45,Male,Nunca,6,Large City,4,4,4,4,1
1731,Guatemala,Rural,40,Male,Rara vez,4,Rural Area,2,2,2,4,1
1732,Guatemala,Urban,32,Male,Nunca,12,Medium City,3,NA,3,4,3
1733,Guatemala,Urban,23,Male,Nunca,9,Large City,4,4,4,4,4
1734,Guatemala,Rural,NA,Male,No Response,NA,Rural Area,NA,NA,NA,NA,NA
1735,Guatemala,Urban,38,Female,Nunca,12,National Capital (Metropolitan area),4,3,4,4,6
1736,Guatemala,Urban,33,Female,Nunca,7,Large City,3,2,4,4,5
1737,Guatemala,Urban,25,Male,Nunca,4,Medium City,4,2,4,4,0
1738,Guatemala,Rural,52,Female,Nunca,1,Rural Area,4,4,4,4,0
1739,Guatemala,Urban,38,Female,Nunca,0,Medium City,2,2,4,4,1
1740,Guatemala,Urban,65,Female,Nunca,11,Large City,3,3,4,4,4
1741,Guatemala,Urban,21,Male,Nunca,8,Large City,4,4,4,4,5
1742,Guatemala,Rural,51,Male,Nunca,0,Rural Area,4,4,4,4,2
1743,Guatemala,Rural,65,Female,Nunca,0,Rural Area,2,2,4,4,NA
1744,Guatemala,Rural,33,Male,Nunca,10,Rural Area,4,1,4,4,0
1745,Guatemala,Rural,25,Male,Nunca,12,Rural Area,2,4,4,4,4
1746,Guatemala,Rural,36,Female,Rara vez,9,Rural Area,4,4,4,4,1
1747,Guatemala,Rural,35,Male,Nunca,3,Rural Area,2,3,2,4,2
1748,Guatemala,Urban,33,Male,Nunca,13,Large City,4,4,4,4,6
1749,Guatemala,Urban,27,Female,Nunca,12,Medium City,2,3,2,4,1
1750,Guatemala,Urban,35,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,7
1751,Guatemala,Rural,43,Male,Nunca,3,Rural Area,4,4,4,4,1
1752,Guatemala,Urban,25,Male,Nunca,12,Medium City,4,4,4,4,4
1753,Guatemala,Urban,79,Female,Nunca,6,Medium City,4,4,3,4,6
1754,Guatemala,Rural,58,Female,Nunca,2,Rural Area,4,4,4,4,1
1755,Guatemala,Rural,36,Male,Nunca,4,Rural Area,2,2,4,4,1
1756,Guatemala,Rural,19,Male,Nunca,6,Rural Area,4,4,4,4,0
1757,Guatemala,Urban,42,Female,Nunca,6,National Capital (Metropolitan area),1,1,4,3,8
1758,Guatemala,Urban,68,Female,Nunca,3,Medium City,4,4,4,4,5
1759,Guatemala,Urban,51,Female,Nunca,12,Large City,2,4,4,4,7
1760,Guatemala,Rural,33,Male,Nunca,2,Rural Area,2,2,3,3,2
1761,Guatemala,Rural,51,Male,Nunca,6,Rural Area,1,3,4,4,2
1762,Guatemala,Urban,40,Male,Nunca,6,Medium City,4,4,4,4,4
1763,Guatemala,Rural,57,Male,Nunca,6,Rural Area,2,4,4,1,6
1764,Guatemala,Rural,34,Male,Nunca,4,Rural Area,2,1,4,3,1
1765,Guatemala,Rural,62,Male,Nunca,1,Rural Area,4,2,4,4,1
1766,Guatemala,Rural,28,Female,Nunca,13,Rural Area,1,4,2,4,6
1767,Guatemala,Urban,50,Male,Nunca,17,National Capital (Metropolitan area),4,4,3,4,NA
1768,Guatemala,Urban,65,Female,Nunca,2,Medium City,4,4,4,4,5
1769,Guatemala,Urban,26,Male,Nunca,12,Large City,4,4,4,4,3
1770,Guatemala,Rural,60,Female,Nunca,12,Rural Area,4,4,4,4,NA
1771,Guatemala,Urban,28,Male,Nunca,6,Large City,2,3,4,2,3
1772,Guatemala,Rural,49,Female,Nunca,6,Rural Area,4,4,4,4,2
1773,Guatemala,Urban,49,Male,Nunca,17,National Capital (Metropolitan area),4,4,4,4,8
1774,Guatemala,Urban,40,Male,Frecuentemente,11,Large City,2,2,3,2,4
1775,Guatemala,Rural,54,Female,Nunca,3,Rural Area,4,4,4,4,2
1776,Guatemala,Rural,19,Male,Nunca,9,Rural Area,3,4,4,4,0
1777,Guatemala,Rural,62,Male,Nunca,0,Rural Area,3,2,4,4,0
1778,Guatemala,Rural,35,Male,Nunca,15,Rural Area,2,4,2,4,5
1779,Guatemala,Urban,45,Female,Nunca,12,Medium City,3,3,4,4,4
1780,Guatemala,Rural,22,Female,Nunca,7,Rural Area,4,1,1,3,1
1781,Guatemala,Rural,43,Female,Rara vez,3,Rural Area,2,4,4,3,2
1782,Guatemala,Urban,38,Male,Nunca,12,Medium City,4,4,4,4,4
1783,Guatemala,Rural,39,Female,Nunca,6,Rural Area,4,4,4,4,1
1784,Guatemala,Rural,52,Male,Nunca,18,Rural Area,2,1,2,2,10
1785,Guatemala,Rural,35,Male,Frecuentemente,4,Rural Area,1,1,4,4,1
1786,Guatemala,Rural,45,Male,Nunca,12,Rural Area,3,3,4,4,2
1787,Guatemala,Rural,18,Female,Nunca,11,Rural Area,4,4,4,4,NA
1788,Guatemala,Rural,50,Female,Nunca,0,Rural Area,3,2,4,4,1
1789,Guatemala,Urban,23,Female,Nunca,14,Large City,3,4,4,4,6
1790,Guatemala,Rural,25,Male,Nunca,13,Rural Area,4,4,2,3,5
1791,Guatemala,Rural,61,Male,Nunca,6,Rural Area,1,3,4,4,1
1792,Guatemala,Urban,20,Male,Nunca,13,Medium City,4,4,4,4,6
1793,Guatemala,Urban,34,Male,Nunca,12,Large City,4,2,2,4,3
1794,Guatemala,Rural,28,Male,Nunca,6,Rural Area,4,4,4,4,0
1795,Guatemala,Rural,53,Female,Nunca,11,Rural Area,3,4,4,4,3
1796,Guatemala,Urban,NA,Male,Nunca,3,Medium City,4,4,4,4,NA
1797,Guatemala,Rural,26,Male,Nunca,6,Rural Area,4,2,4,4,1
1798,Guatemala,Rural,23,Male,Nunca,3,Rural Area,2,2,4,4,1
1799,Guatemala,Rural,42,Male,Frecuentemente,6,Rural Area,4,1,4,4,1
1800,Guatemala,Rural,26,Female,Nunca,1,Rural Area,4,1,4,4,0
1801,Guatemala,Rural,39,Female,Nunca,13,Rural Area,3,4,4,4,6
1802,Guatemala,Rural,22,Male,Nunca,12,Rural Area,4,4,4,4,NA
1803,Guatemala,Urban,65,Female,Nunca,6,Large City,3,3,4,4,3
1804,Guatemala,Rural,31,Male,Nunca,9,Rural Area,3,2,4,4,2
1805,Guatemala,Urban,19,Female,Nunca,13,National Capital (Metropolitan area),4,4,4,4,9
1806,Guatemala,Urban,18,Female,Nunca,9,Medium City,4,4,4,4,2
1807,Guatemala,Urban,80,Male,Nunca,0,Large City,4,4,4,4,3
1808,Guatemala,Rural,43,Female,Nunca,0,Rural Area,4,2,4,4,0
1809,Guatemala,Urban,40,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,5
1810,Guatemala,Urban,18,Male,Nunca,12,Large City,4,4,4,4,1
1811,Guatemala,Rural,19,Male,Nunca,12,Rural Area,4,4,4,4,3
1812,Guatemala,Urban,56,Female,Nunca,12,Large City,2,1,4,4,7
1813,Guatemala,Urban,57,Female,Nunca,6,Large City,3,2,4,4,1
1814,Guatemala,Rural,22,Male,Nunca,18,Rural Area,4,4,4,4,10
1815,Guatemala,Rural,81,Male,Nunca,2,Rural Area,3,2,4,4,1
1816,Guatemala,Urban,42,Male,Nunca,16,Large City,2,1,2,2,2
1817,Guatemala,Rural,26,Female,Nunca,0,Rural Area,4,3,4,4,1
1818,Guatemala,Urban,18,Female,Nunca,12,Medium City,1,4,4,4,NA
1819,Guatemala,Rural,33,Male,Nunca,3,Rural Area,3,2,4,4,0
1820,Guatemala,Rural,34,Male,Nunca,4,Rural Area,4,2,4,4,NA
1821,Guatemala,Urban,21,Male,Nunca,8,Large City,4,3,4,4,4
1822,Guatemala,Urban,33,Female,Nunca,11,Medium City,4,4,4,3,3
1823,Guatemala,Rural,25,Male,Nunca,2,Rural Area,2,2,1,2,0
1824,Guatemala,Urban,35,Female,Nunca,9,Medium City,4,3,3,3,4
1825,Guatemala,Rural,56,Female,Nunca,0,Rural Area,3,3,4,4,1
1826,Guatemala,Urban,58,Female,Nunca,14,Large City,4,4,4,4,6
1827,Guatemala,Rural,28,Male,Nunca,6,Rural Area,4,4,4,4,3
1828,Guatemala,Rural,58,Female,Nunca,0,Rural Area,4,3,4,4,NA
1829,Guatemala,Rural,60,Male,Nunca,0,Rural Area,4,4,4,4,4
1830,Guatemala,Urban,75,Male,Nunca,3,Medium City,4,4,4,3,2
1831,Guatemala,Rural,35,Female,Nunca,2,Rural Area,2,3,4,4,1
1832,Guatemala,Rural,47,Female,Nunca,18,Rural Area,4,4,4,4,6
1833,Guatemala,Urban,80,Male,Nunca,NA,Medium City,2,1,2,4,1
1834,Guatemala,Urban,78,Female,Nunca,3,Large City,2,2,4,4,3
1835,Guatemala,Urban,38,Female,Nunca,12,Medium City,3,3,4,4,3
1836,Guatemala,Rural,57,Female,Nunca,6,Rural Area,4,4,4,4,2
1837,Guatemala,Urban,36,Male,Nunca,6,National Capital (Metropolitan area),3,4,4,4,7
1838,Guatemala,Urban,39,Female,Nunca,9,Large City,4,4,4,4,3
1839,Guatemala,Rural,39,Female,Nunca,3,Rural Area,3,4,4,4,NA
1840,Guatemala,Urban,20,Female,Nunca,12,National Capital (Metropolitan area),4,3,4,4,NA
1841,Guatemala,Urban,57,Female,Nunca,10,Medium City,2,4,4,4,6
1842,Guatemala,Urban,42,Female,Rara vez,12,Large City,4,4,4,4,6
1843,Guatemala,Urban,25,Male,Nunca,13,Medium City,3,2,1,4,2
1844,Guatemala,Rural,22,Male,Nunca,4,Rural Area,2,4,4,4,1
1845,Guatemala,Rural,34,Female,Nunca,3,Rural Area,4,4,4,4,1
1846,Guatemala,Rural,20,Male,Rara vez,6,Rural Area,2,2,2,2,1
1847,Guatemala,Rural,40,Male,Nunca,6,Rural Area,1,3,4,4,2
1848,Guatemala,Urban,18,Female,Nunca,7,Medium City,4,4,4,4,NA
1849,Guatemala,Rural,34,Female,Rara vez,1,Rural Area,1,4,4,4,1
1850,Guatemala,Rural,32,Male,Nunca,12,Rural Area,3,3,3,4,1
1851,Guatemala,Urban,48,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,3
1852,Guatemala,Urban,58,Female,Nunca,3,Medium City,2,2,4,4,2
1853,Guatemala,Rural,18,Female,Nunca,9,Rural Area,2,1,4,2,2
1854,Guatemala,Urban,30,Male,Nunca,9,Large City,3,4,4,4,3
1855,Guatemala,Urban,28,Female,Nunca,2,Medium City,4,3,4,4,0
1856,Guatemala,Rural,42,Male,Nunca,6,Rural Area,4,4,4,4,3
1857,Guatemala,Urban,32,Male,Nunca,16,Medium City,2,2,2,4,7
1858,Guatemala,Rural,39,Female,Nunca,6,Rural Area,4,3,3,4,4
1859,Guatemala,Rural,27,Male,Frecuentemente,6,Rural Area,3,3,3,4,4
1860,Guatemala,Urban,32,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,NA
1861,Guatemala,Rural,28,Female,Nunca,0,Rural Area,4,4,4,4,NA
1862,Guatemala,Urban,43,Male,Rara vez,11,Large City,2,3,4,4,3
1863,Guatemala,Urban,30,Male,Rara vez,9,Large City,4,4,4,4,3
1864,Guatemala,Rural,33,Female,Nunca,4,Rural Area,4,4,4,4,1
1865,Guatemala,Rural,23,Male,Nunca,9,Rural Area,4,4,4,4,NA
1866,Guatemala,Urban,57,Female,Nunca,18,Large City,4,2,4,4,7
1867,Guatemala,Urban,34,Male,Nunca,12,Medium City,4,2,4,4,3
1868,Guatemala,Urban,25,Male,Rara vez,12,National Capital (Metropolitan area),4,4,4,4,5
1869,Guatemala,Rural,18,Male,Nunca,9,Rural Area,4,3,3,4,3
1870,Guatemala,Urban,56,Male,Nunca,6,Large City,4,2,4,4,8
1871,Guatemala,Rural,26,Male,Nunca,6,Rural Area,4,2,4,4,1
1872,Guatemala,Urban,35,Female,Nunca,12,Medium City,4,4,2,4,1
1873,Guatemala,Urban,39,Male,Rara vez,12,Large City,3,3,4,4,NA
1874,Guatemala,Rural,23,Male,Nunca,15,Rural Area,3,4,4,4,9
1875,Guatemala,Urban,53,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,2
1876,Guatemala,Rural,37,Male,Nunca,6,Rural Area,2,3,4,4,1
1877,Guatemala,Rural,56,Female,Don't Know,0,Rural Area,4,4,4,4,2
1878,Guatemala,Rural,56,Female,Nunca,4,Rural Area,4,4,4,4,3
1879,Guatemala,Urban,36,Female,Nunca,12,Medium City,4,2,4,4,3
1880,Guatemala,Rural,37,Male,Nunca,0,Rural Area,4,4,4,4,1
1881,Guatemala,Urban,53,Male,Nunca,8,National Capital (Metropolitan area),4,4,4,4,3
1882,Guatemala,Urban,78,Male,Nunca,0,National Capital (Metropolitan area),4,4,4,4,4
1883,Guatemala,Rural,25,Female,Nunca,17,Rural Area,3,2,4,2,5
1884,Guatemala,Rural,30,Female,Nunca,1,Rural Area,4,2,4,3,1
1885,Guatemala,Urban,55,Female,Nunca,5,Medium City,4,4,4,4,0
1886,Guatemala,Rural,86,Male,Nunca,0,Rural Area,3,4,4,4,1
1887,Guatemala,Rural,28,Male,Rara vez,4,Rural Area,2,1,4,4,2
1888,Guatemala,Rural,30,Female,Nunca,6,Rural Area,2,1,4,4,2
1889,Guatemala,Urban,34,Male,Nunca,0,Medium City,4,4,4,4,1
1890,Guatemala,Urban,78,Male,Nunca,4,Medium City,3,3,4,4,0
1891,Guatemala,Rural,72,Male,Nunca,0,Rural Area,4,3,4,4,1
1892,Guatemala,Rural,33,Male,Nunca,9,Rural Area,4,2,4,4,3
1893,Guatemala,Rural,40,Female,No Response,0,Rural Area,3,2,2,4,NA
1894,Guatemala,Rural,20,Female,Nunca,12,Rural Area,4,4,4,4,4
1895,Guatemala,Rural,50,Male,Frecuentemente,3,Rural Area,2,2,4,4,2
1896,Guatemala,Rural,63,Male,Nunca,0,Rural Area,4,4,4,4,1
1897,Guatemala,Rural,56,Male,Nunca,12,Rural Area,4,4,4,4,5
1898,Guatemala,Rural,28,Female,Rara vez,3,Rural Area,1,2,2,4,1
1899,Guatemala,Urban,20,Female,Nunca,8,National Capital (Metropolitan area),3,4,3,4,5
1900,Guatemala,Rural,19,Female,Nunca,2,Rural Area,4,4,4,4,1
1901,Guatemala,Rural,57,Male,Nunca,2,Rural Area,4,4,4,4,4
1902,Guatemala,Rural,56,Female,Nunca,4,Rural Area,4,4,4,4,0
1903,Guatemala,Rural,34,Female,Rara vez,9,Rural Area,4,4,4,4,0
1904,Guatemala,Urban,33,Male,Nunca,6,National Capital (Metropolitan area),3,4,4,4,4
1905,Guatemala,Rural,46,Female,Nunca,9,Rural Area,4,1,4,4,0
1906,Guatemala,Urban,42,Female,Rara vez,12,Large City,4,3,3,3,4
1907,Guatemala,Urban,35,Male,Nunca,15,Medium City,4,4,4,4,5
1908,Guatemala,Urban,28,Male,Nunca,12,National Capital (Metropolitan area),4,2,NA,4,5
1909,Guatemala,Rural,23,Female,Nunca,6,Rural Area,2,2,4,4,0
1910,Guatemala,Urban,33,Female,Nunca,9,Large City,4,4,4,4,4
1911,Guatemala,Urban,31,Male,Nunca,6,Medium City,3,1,3,4,1
1912,Guatemala,Urban,67,Male,Rara vez,6,National Capital (Metropolitan area),4,4,4,4,3
1913,Guatemala,Rural,24,Female,Rara vez,6,Rural Area,3,2,2,2,2
1914,Guatemala,Rural,22,Male,Nunca,0,Rural Area,4,4,4,4,0
1915,Guatemala,Rural,57,Female,Nunca,6,Rural Area,2,3,4,4,1
1916,Guatemala,Urban,64,Male,Frecuentemente,12,Large City,4,4,4,4,NA
1917,Guatemala,Urban,62,Female,Nunca,6,Medium City,4,4,4,4,1
1918,Guatemala,Urban,56,Male,Nunca,9,Large City,4,4,4,4,3
1919,Guatemala,Urban,59,Female,Nunca,4,National Capital (Metropolitan area),4,4,4,4,3
1920,Guatemala,Rural,33,Female,Nunca,6,Rural Area,4,4,4,4,6
1921,Guatemala,Urban,43,Female,Rara vez,12,Large City,2,3,3,4,4
1922,Guatemala,Urban,19,Male,Nunca,9,Medium City,2,4,4,4,NA
1923,Guatemala,Rural,35,Male,Nunca,12,Rural Area,4,4,1,4,3
1924,Guatemala,Rural,48,Female,Nunca,3,Rural Area,4,4,4,4,NA
1925,Guatemala,Urban,24,Male,Nunca,15,National Capital (Metropolitan area),4,4,4,4,6
1926,Guatemala,Rural,36,Male,Rara vez,12,Rural Area,4,4,4,4,3
1927,Guatemala,Rural,18,Male,Nunca,6,Rural Area,1,1,4,4,1
1928,Guatemala,Urban,23,Male,Nunca,11,Medium City,4,4,4,4,4
1929,Guatemala,Rural,55,Female,Nunca,13,Rural Area,NA,4,4,4,4
1930,Guatemala,Rural,39,Male,Nunca,2,Rural Area,4,4,4,4,0
1931,Guatemala,Urban,58,Female,Nunca,12,Medium City,3,3,4,4,5
1932,Guatemala,Rural,66,Male,Rara vez,6,Rural Area,1,4,4,4,2
1933,Guatemala,Urban,60,Female,Nunca,6,Medium City,4,4,4,4,5
1934,Guatemala,Urban,24,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,5
1935,Guatemala,Rural,59,Female,No Response,6,Rural Area,NA,4,4,4,4
1936,Guatemala,Rural,47,Male,Nunca,6,Rural Area,4,4,4,4,3
1937,Guatemala,Urban,55,Male,Nunca,12,Large City,4,4,3,4,4
1938,Guatemala,Rural,46,Male,Nunca,6,Rural Area,3,2,4,4,2
1939,Guatemala,Urban,23,Female,Nunca,17,National Capital (Metropolitan area),4,4,4,4,9
1940,Guatemala,Urban,36,Female,Nunca,6,Large City,4,4,4,4,1
1941,Guatemala,Rural,24,Female,Nunca,18,Rural Area,2,1,4,4,5
1942,Guatemala,Urban,26,Female,Nunca,1,Medium City,4,2,4,4,1
1943,Guatemala,Urban,62,Male,Nunca,12,National Capital (Metropolitan area),3,3,4,4,8
1944,Guatemala,Urban,39,Female,Nunca,8,Medium City,4,4,4,4,3
1945,Guatemala,Rural,56,Female,Nunca,2,Rural Area,4,4,4,4,1
1946,Guatemala,Urban,31,Male,Rara vez,11,Large City,2,3,3,4,4
1947,Guatemala,Urban,56,Male,Nunca,12,Large City,1,4,2,4,6
1948,Guatemala,Urban,26,Male,Nunca,4,Medium City,1,3,3,2,2
1949,Guatemala,Urban,27,Female,Nunca,12,Large City,3,4,4,4,5
1950,Guatemala,Rural,29,Male,Nunca,9,Rural Area,4,4,3,4,2
1951,Guatemala,Urban,28,Female,Nunca,4,Large City,4,4,4,4,2
1952,Guatemala,Urban,43,Male,Nunca,17,National Capital (Metropolitan area),3,4,4,4,5
1953,Guatemala,Rural,32,Male,Rara vez,12,Rural Area,3,3,4,4,5
1954,Guatemala,Urban,34,Female,Nunca,6,Medium City,3,4,4,4,3
1955,Guatemala,Urban,53,Male,Nunca,6,Medium City,2,3,4,4,2
1956,Guatemala,Urban,81,Male,Nunca,3,National Capital (Metropolitan area),3,4,4,4,3
1957,Guatemala,Rural,49,Male,Nunca,12,Rural Area,4,3,4,4,2
1958,Guatemala,Urban,29,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,3
1959,Guatemala,Rural,31,Female,Nunca,9,Rural Area,4,3,4,4,1
1960,Guatemala,Urban,27,Female,Nunca,9,Large City,4,4,4,4,4
1961,Guatemala,Urban,24,Male,Nunca,18,Medium City,4,4,4,4,8
1962,Guatemala,Urban,59,Male,Nunca,17,National Capital (Metropolitan area),4,4,3,4,10
1963,Guatemala,Rural,28,Female,Nunca,0,Rural Area,3,1,4,2,0
1964,Guatemala,Rural,32,Male,Nunca,11,Rural Area,2,1,4,4,4
1965,Guatemala,Urban,35,Female,Rara vez,12,National Capital (Metropolitan area),3,4,4,4,5
1966,Guatemala,Urban,41,Male,Nunca,12,Medium City,4,2,4,4,4
1967,Guatemala,Rural,24,Female,Nunca,12,Rural Area,4,4,4,4,4
1968,Guatemala,Rural,28,Male,Nunca,9,Rural Area,3,2,4,4,3
1969,Guatemala,Urban,18,Female,Nunca,7,Medium City,2,2,4,4,0
1970,Guatemala,Urban,35,Male,Nunca,9,Medium City,4,4,4,3,1
1971,Guatemala,Rural,35,Female,Nunca,9,Rural Area,2,4,4,4,1
1972,Guatemala,Rural,23,Male,Nunca,17,Rural Area,3,2,4,4,6
1973,Guatemala,Urban,85,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,2
1974,Guatemala,Rural,39,Female,Nunca,12,Rural Area,4,4,4,4,1
1975,Guatemala,Urban,56,Male,Rara vez,6,Medium City,2,4,4,2,2
1976,Guatemala,Urban,75,Male,Frecuentemente,12,National Capital (Metropolitan area),4,4,4,4,6
1977,Guatemala,Rural,23,Male,Nunca,4,Rural Area,2,2,4,3,2
1978,Guatemala,Rural,52,Male,Nunca,6,Rural Area,3,3,4,4,1
1979,Guatemala,Urban,29,Female,Rara vez,18,Large City,2,4,4,4,6
1980,Guatemala,Urban,34,Female,Nunca,12,Medium City,4,3,4,4,3
1981,Guatemala,Rural,30,Male,Frecuentemente,6,Rural Area,4,2,4,4,0
1982,Guatemala,Urban,22,Female,Rara vez,12,Medium City,2,2,2,3,3
1983,Guatemala,Urban,21,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,9
1984,Guatemala,Urban,32,Female,Nunca,18,Large City,2,2,4,4,3
1985,Guatemala,Urban,23,Male,Nunca,9,Medium City,4,2,4,4,NA
1986,Guatemala,Urban,31,Female,Rara vez,6,National Capital (Metropolitan area),4,4,4,4,3
1987,Guatemala,Urban,66,Male,Rara vez,12,Large City,3,4,4,4,3
1988,Guatemala,Urban,23,Female,Nunca,17,Medium City,2,2,4,4,10
1989,Guatemala,Rural,40,Female,Nunca,0,Rural Area,4,4,4,4,5
1990,Guatemala,Urban,20,Female,Nunca,12,Large City,4,4,4,4,3
1991,Guatemala,Urban,33,Female,Nunca,8,Medium City,3,4,4,4,NA
1992,Guatemala,Rural,37,Male,Nunca,2,Rural Area,1,2,4,4,4
1993,Guatemala,Urban,30,Female,Nunca,18,National Capital (Metropolitan area),4,4,4,4,8
1994,Guatemala,Rural,46,Male,Nunca,4,Rural Area,2,2,4,4,NA
1995,Guatemala,Rural,60,Female,Nunca,5,Rural Area,4,4,4,4,NA
1996,Guatemala,Rural,27,Male,Nunca,3,Rural Area,4,2,4,4,2
1997,Guatemala,Urban,34,Male,Nunca,17,Large City,2,2,4,4,NA
1998,Guatemala,Rural,65,Female,Nunca,0,Rural Area,4,3,4,4,1
1999,Guatemala,Rural,30,Female,Nunca,12,Rural Area,4,4,4,4,3
2000,Guatemala,Rural,23,Male,Nunca,12,Rural Area,4,4,4,4,NA
2001,Guatemala,Urban,65,Female,Nunca,6,Large City,3,4,4,4,3
2002,Guatemala,Urban,37,Female,Nunca,8,National Capital (Metropolitan area),4,4,4,4,4
2003,Guatemala,Urban,40,Male,Nunca,0,Medium City,4,4,4,4,0
2004,Guatemala,Rural,55,Female,Nunca,2,Rural Area,4,2,4,4,2
2005,Guatemala,Urban,47,Male,Rara vez,12,Medium City,3,3,4,4,4
2006,Guatemala,Urban,47,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,3
2007,Guatemala,Rural,20,Female,Nunca,6,Rural Area,3,4,4,4,5
2008,Guatemala,Rural,40,Female,Nunca,9,Rural Area,4,4,4,4,4
2009,Guatemala,Urban,73,Male,Nunca,3,Medium City,4,4,4,4,3
2010,Guatemala,Rural,24,Female,Nunca,13,Rural Area,3,2,2,4,3
2011,Guatemala,Rural,30,Female,Nunca,4,Rural Area,3,2,4,4,1
2012,Guatemala,Urban,40,Male,Nunca,15,National Capital (Metropolitan area),4,4,4,4,7
2013,Guatemala,Rural,40,Female,Nunca,0,Rural Area,3,4,3,4,1
2014,Guatemala,Urban,78,Female,Nunca,3,National Capital (Metropolitan area),4,4,4,4,NA
2015,Guatemala,Urban,67,Male,Nunca,0,Medium City,2,3,4,4,1
2016,Guatemala,Urban,25,Male,Nunca,12,National Capital (Metropolitan area),3,4,4,4,4
2017,Guatemala,Rural,32,Female,Nunca,18,Rural Area,2,4,4,4,NA
2018,Guatemala,Urban,25,Female,Nunca,11,Large City,3,3,4,4,3
2019,Guatemala,Rural,35,Male,Nunca,9,Rural Area,4,4,4,4,4
2020,Guatemala,Rural,37,Female,Nunca,12,Rural Area,2,4,4,4,3
2021,Guatemala,Urban,55,Female,Nunca,4,Large City,4,4,4,4,3
2022,Guatemala,Rural,26,Female,Nunca,1,Rural Area,4,1,4,4,NA
2023,Guatemala,Urban,27,Female,Nunca,12,Large City,4,4,4,4,4
2024,Guatemala,Rural,64,Male,Nunca,9,Rural Area,4,4,4,4,5
