ur,q2,q1,b12,b21,ing4,vb3n,braantip1,ed,q3cn,q10new,gi0n,d6,capital1,municipio,problem_corruption,problem_unemployment,problem_crime
Urbano,50,Mujer,6,3,4,No Aplica,1,NA,Evangélica y Pentecostal,7,Diariamente,1,No responde,BRASÍLIA,no,no,no
Urbano,40,Mujer,7,1,7,Fernando Haddad (PT),4,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",2,Diariamente,7,En contra,CUIABÁ,yes,no,no
Urbano,29,Hombre,6,1,7,Jair Bolsonaro (PSL),1,11,Católico,12,Algunas veces a la semana,5,En contra,GOIANÁPOLIS,no,no,no
Urbano,60,Mujer,4,2,6,Jair Bolsonaro (PSL),5,9,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Diariamente,10,En contra,BRASÍLIA,yes,no,no
Urbano,34,Mujer,6,2,5,Geraldo Alckmin (PSDB),8,5,Católico,4,Diariamente,9,En contra,NOVO GAMA,no,yes,no
Urbano,66,Hombre,7,1,5,Jair Bolsonaro (PSL),1,4,Evangélica y Pentecostal,4,Diariamente,1,En contra,BRASÍLIA,yes,no,no
Urbano,18,Mujer,5,4,5,Fernando Haddad (PT),7,11,Católico,11,Algunas veces a la semana,7,En contra,BRASÍLIA,no,no,no
Urbano,34,Hombre,1,1,6,No Aplica,1,NA,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),10,Algunas veces a la semana,1,A Favor,BRASÍLIA,no,no,no
Urbano,55,Hombre,6,4,3,Otro,1,5,Católico,1,Diariamente,6,A Favor,BRASÍLIA,yes,no,no
Urbano,41,Hombre,1,1,7,Ninguno (fue a votar pero dejó la boleta en blanco),1,17,Otro,11,Diariamente,10,En contra,CAMPO ALEGRE DE GOIÁS,no,no,no
Urbano,20,Mujer,1,3,5,Cabo Daciolo (PATRI),1,12,Católico,NA,Diariamente,7,En contra,GOIÂNIA,no,no,no
Urbano,35,Hombre,1,2,6,No Aplica,6,17,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),14,Diariamente,10,En contra,APARECIDA DE GOIÂNIA,yes,no,no
Urbano,53,Mujer,5,3,5,No sabe,5,11,Católico,14,Diariamente,9,En contra,GOIÂNIA,yes,no,no
Urbano,57,Hombre,7,1,7,Jair Bolsonaro (PSL),9,4,Religiones Tradicionales,0,Diariamente,8,A Favor,CAMPO GRANDE,no,no,no
Urbano,42,Hombre,7,2,7,Jair Bolsonaro (PSL),1,16,Católico,16,Algunas veces a la semana,5,En contra,BRASÍLIA,no,no,no
Urbano,17,Mujer,5,2,5,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,5,Diariamente,10,A Favor,CAMPINORTE,yes,no,no
Urbano,60,Hombre,7,1,4,Jair Bolsonaro (PSL),1,11,Católico,7,Diariamente,10,No responde,NOVO GAMA,no,yes,no
Urbano,51,Hombre,6,1,7,Fernando Haddad (PT),3,8,Católico,11,Diariamente,1,En contra,CUIABÁ,no,no,no
Urbano,33,Hombre,7,1,4,Jair Bolsonaro (PSL),1,13,Católico,NA,Algunas veces a la semana,7,A Favor,CAMPINORTE,yes,no,no
Urbano,19,Hombre,5,3,1,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",15,Diariamente,10,A Favor,GOIANÁPOLIS,no,yes,no
Urbano,21,Hombre,6,4,6,Jair Bolsonaro (PSL),1,11,Espírita Kardecista,3,Algunas veces a la semana,1,A Favor,NOVO GAMA,no,no,no
Urbano,20,Mujer,1,4,2,No Aplica,1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),14,Diariamente,7,A Favor,GOIÂNIA,no,no,no
Urbano,44,Mujer,6,3,6,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Algunas veces a la semana,1,En contra,NOVO GAMA,no,yes,no
Urbano,67,Mujer,7,6,7,Jair Bolsonaro (PSL),4,5,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Diariamente,10,En contra,GOIÂNIA,no,no,no
Urbano,59,Hombre,6,3,5,No Aplica,3,9,Católico,10,Diariamente,3,A Favor,CAMPINORTE,no,yes,no
Urbano,40,Hombre,5,1,4,Ninguno (fue a votar pero dejó la boleta en blanco),1,11,Católico,5,Diariamente,1,A Favor,GOIÂNIA,no,no,no
Rural,17,Hombre,1,1,1,No Aplica,5,10,Católico,7,Diariamente,10,A Favor,CORUMBÁ DE GOIÁS,no,yes,no
Rural,24,Hombre,4,1,3,Jair Bolsonaro (PSL),1,7,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),15,Diariamente,5,A Favor,CORUMBÁ DE GOIÁS,yes,no,no
Urbano,20,Mujer,7,4,6,Fernando Haddad (PT),9,11,Católico,NA,Algunas veces a la semana,9,A Favor,NOVO GAMA,no,no,no
Urbano,29,Mujer,1,3,1,Jair Bolsonaro (PSL),5,6,Católico,10,Diariamente,2,En contra,APARECIDA DE GOIÂNIA,no,no,no
Urbano,26,Hombre,1,1,3,No Aplica,1,6,Otro,0,Algunas veces a la semana,10,En contra,NOVO GAMA,no,yes,no
Urbano,25,Mujer,1,1,3,Ciro Gomes (PDT),5,11,Evangélica y Pentecostal,10,Algunas veces a la semana,1,A Favor,CAMPO ALEGRE DE GOIÁS,no,no,yes
Urbano,44,Mujer,4,2,3,Ninguno (fue a votar pero dejó la boleta en blanco),2,11,Católico,1,Algunas veces a la semana,9,En contra,GOIANÁPOLIS,no,no,no
Urbano,44,Mujer,7,1,1,No sabe,10,5,Evangélica y Pentecostal,3,Nunca,10,A Favor,CORUMBÁ,no,no,no
Urbano,28,Mujer,2,1,6,No Aplica,NA,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),11,Diariamente,10,A Favor,CUIABÁ,yes,no,no
Rural,44,Mujer,6,6,5,No Aplica,10,2,Evangélica y Pentecostal,4,Diariamente,4,En contra,CORUMBÁ DE GOIÁS,no,no,no
Urbano,29,Hombre,4,1,4,Jair Bolsonaro (PSL),1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),13,Diariamente,1,En contra,NOVA BRASILÂNDIA,yes,no,no
Rural,22,Hombre,4,3,3,Cabo Daciolo (PATRI),7,11,Evangélica y Pentecostal,3,Diariamente,6,En contra,AQUIDAUANA,no,no,no
Urbano,37,Mujer,7,3,5,Jair Bolsonaro (PSL),5,12,Evangélica y Pentecostal,14,Diariamente,1,A Favor,RONDONÓPOLIS,no,no,no
Urbano,67,Mujer,1,7,1,Ciro Gomes (PDT),1,1,Católico,4,Diariamente,1,A Favor,APARECIDA DE GOIÂNIA,no,no,no
Urbano,61,Hombre,3,1,4,Jair Bolsonaro (PSL),1,0,Católico,4,Diariamente,1,A Favor,NOVO GAMA,no,no,no
Urbano,26,Mujer,5,4,7,Jair Bolsonaro (PSL),1,14,"Protestante, Protestante Tradicional o Protestante no Evangélico",15,Algunas veces a la semana,1,A Favor,GOIANÁPOLIS,yes,no,no
Urbano,21,Hombre,7,3,5,Ninguno (fue a votar pero dejó la boleta en blanco),5,9,Católico,7,Diariamente,10,En contra,CAMPO ALEGRE DE GOIÁS,yes,no,no
Urbano,22,Mujer,4,3,4,Ninguno (fue a votar pero dejó la boleta en blanco),NA,11,Otro,15,Algunas veces a la semana,NA,No responde,LEOPOLDO DE BULHÕES,yes,no,no
Urbano,28,Hombre,7,2,7,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,13,Diariamente,5,A Favor,GOIÂNIA,no,no,no
Urbano,37,Hombre,4,1,4,Jair Bolsonaro (PSL),1,3,Católico,2,Diariamente,1,En contra,CAMPO ALEGRE DE GOIÁS,yes,no,no
Urbano,50,Hombre,1,3,5,Jair Bolsonaro (PSL),1,6,Evangélica y Pentecostal,1,Diariamente,1,A Favor,GOIANÁPOLIS,no,yes,no
Urbano,42,Mujer,3,2,1,Fernando Haddad (PT),10,NA,Católico,NA,No responde,6,En contra,BRASÍLIA,no,no,no
Urbano,21,Mujer,5,2,5,Jair Bolsonaro (PSL),2,9,Evangélica y Pentecostal,6,Diariamente,7,En contra,CORUMBÁ,no,no,no
Rural,67,Mujer,1,4,5,Fernando Haddad (PT),6,3,Católico,4,Algunas veces al año,9,En contra,AQUIDAUANA,no,no,no
Rural,35,Mujer,1,1,1,Jair Bolsonaro (PSL),8,2,Evangélica y Pentecostal,4,Diariamente,4,En contra,AQUIDAUANA,no,no,no
Urbano,42,Mujer,1,1,6,Ninguno (fue a votar pero dejó la boleta en blanco),4,17,Católico,15,Diariamente,10,En contra,RONDONÓPOLIS,no,no,no
Urbano,65,Hombre,7,7,7,Jair Bolsonaro (PSL),5,1,Evangélica y Pentecostal,10,Diariamente,1,A Favor,GOIANÁPOLIS,no,no,no
Urbano,64,Hombre,7,7,7,No Aplica,5,1,Evangélica y Pentecostal,4,Diariamente,1,En contra,GOIÂNIA,no,no,no
Urbano,59,Hombre,6,3,4,Jair Bolsonaro (PSL),3,3,Católico,NA,Diariamente,NA,No responde,CAMPO ALEGRE DE GOIÁS,no,no,no
Urbano,20,Hombre,7,1,7,Jair Bolsonaro (PSL),1,8,Otro,NA,Algunas veces al mes,10,En contra,CAMPO ALEGRE DE GOIÁS,no,no,no
Urbano,53,Hombre,3,1,7,Jair Bolsonaro (PSL),5,6,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),15,Diariamente,1,En contra,RONDONÓPOLIS,yes,no,no
Urbano,46,Hombre,7,3,7,Ninguno (fue a votar pero dejó la boleta en blanco),5,15,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Diariamente,10,A Favor,NOVA BRASILÂNDIA,no,no,no
Urbano,23,Hombre,5,1,5,Jair Bolsonaro (PSL),1,11,Católico,8,Diariamente,10,En contra,GOIÂNIA,no,no,no
Urbano,25,Mujer,7,3,5,Fernando Haddad (PT),7,7,Católico,9,Diariamente,10,A Favor,CAMPO ALEGRE DE GOIÁS,no,yes,no
Urbano,45,Mujer,7,7,1,Jair Bolsonaro (PSL),10,7,Católico,4,Diariamente,5,En contra,NOVA BRASILÂNDIA,no,no,no
Urbano,34,Mujer,5,1,4,Fernando Haddad (PT),6,4,"Protestante, Protestante Tradicional o Protestante no Evangélico",2,Algunas veces a la semana,5,En contra,APARECIDA DE GOIÂNIA,no,no,no
Rural,22,Hombre,7,3,3,Jair Bolsonaro (PSL),5,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Diariamente,5,A Favor,AQUIDAUANA,no,yes,no
Urbano,40,Hombre,1,1,4,No Aplica,1,10,Evangélica y Pentecostal,10,Diariamente,1,A Favor,GOIÂNIA,no,no,no
Urbano,57,Mujer,1,1,6,Ninguno (anuló su voto),3,5,Evangélica y Pentecostal,2,Nunca,1,A Favor,GOIANÁPOLIS,no,no,no
Urbano,23,Mujer,5,4,4,Jair Bolsonaro (PSL),5,15,Católico,15,Diariamente,10,En contra,RONDONÓPOLIS,no,no,no
Urbano,38,Mujer,5,2,2,Jair Bolsonaro (PSL),2,3,"Protestante, Protestante Tradicional o Protestante no Evangélico",1,Diariamente,2,En contra,CAMPO GRANDE,no,no,no
Urbano,70,Hombre,5,2,6,Jair Bolsonaro (PSL),1,3,Católico,9,Diariamente,1,En contra,APARECIDA DE GOIÂNIA,no,no,no
Urbano,24,Mujer,3,1,6,Ciro Gomes (PDT),1,11,Evangélica y Pentecostal,13,Diariamente,6,En contra,GOIÂNIA,no,no,no
Urbano,24,Mujer,1,4,3,No Aplica,3,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",9,Diariamente,10,En contra,LEOPOLDO DE BULHÕES,no,no,no
Urbano,31,Mujer,2,1,1,No sabe,1,7,Evangélica y Pentecostal,2,Algunas veces a la semana,1,En contra,BRASÍLIA,no,no,no
Urbano,21,Hombre,5,2,6,No Aplica,5,0,Católico,4,Algunas veces a la semana,5,En contra,CORUMBÁ,no,no,no
Rural,45,Mujer,3,2,6,Fernando Haddad (PT),7,6,Católico,2,Diariamente,10,A Favor,CORUMBÁ DE GOIÁS,no,yes,no
Urbano,46,Hombre,5,1,2,No sabe,1,2,Católico,2,Diariamente,2,A Favor,GOIÂNIA,no,yes,no
Urbano,43,Hombre,5,1,7,Jair Bolsonaro (PSL),1,17,Católico,16,Diariamente,1,A Favor,APARECIDA DE GOIÂNIA,no,no,no
Urbano,27,Hombre,2,3,7,Fernando Haddad (PT),5,11,Católico,3,Nunca,10,En contra,RONDONÓPOLIS,yes,no,no
Urbano,35,Hombre,7,4,7,Jair Bolsonaro (PSL),4,4,Otro,2,Algunas veces a la semana,1,En contra,NOVO GAMA,no,no,no
Urbano,17,Hombre,5,3,6,No Aplica,4,11,Agnóstico o ateo (no cree en Dios),16,Diariamente,10,A Favor,BRASÍLIA,no,no,no
Urbano,58,Hombre,7,1,1,No Aplica,1,4,Católico,0,Algunas veces a la semana,1,A Favor,GOIÂNIA,yes,no,no
Urbano,20,Mujer,6,1,6,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,4,Diariamente,1,En contra,GOIANÁPOLIS,no,no,no
Urbano,40,Hombre,4,1,5,No Aplica,1,10,"Protestante, Protestante Tradicional o Protestante no Evangélico",13,Algunas veces a la semana,1,A Favor,LEOPOLDO DE BULHÕES,no,no,no
Urbano,17,Hombre,7,4,5,Jair Bolsonaro (PSL),1,5,Católico,6,Diariamente,10,A Favor,BRASÍLIA,NA,NA,NA
Urbano,26,Mujer,2,1,4,Fernando Haddad (PT),8,9,Católico,1,Diariamente,10,En contra,CUIABÁ,no,no,no
Urbano,37,Hombre,7,2,3,Jair Bolsonaro (PSL),3,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",5,Algunas veces a la semana,9,A Favor,RONDONÓPOLIS,yes,no,no
Rural,70,Hombre,7,1,2,No Aplica,6,0,Católico,4,Algunas veces al año,1,En contra,CORUMBÁ DE GOIÁS,no,no,no
Urbano,31,Hombre,5,2,5,Jair Bolsonaro (PSL),3,11,Evangélica y Pentecostal,14,Diariamente,6,En contra,CUIABÁ,yes,no,no
Urbano,64,Mujer,1,1,2,No Aplica,4,2,Evangélica y Pentecostal,3,Nunca,1,En contra,CAMPO GRANDE,no,no,no
Urbano,23,Hombre,7,4,4,Jair Bolsonaro (PSL),5,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",13,Algunas veces a la semana,1,A Favor,CAMPO GRANDE,yes,no,no
Urbano,49,Mujer,2,2,NA,No responde,NA,11,Católico,2,Diariamente,9,A Favor,GOIÂNIA,no,no,no
Urbano,16,Hombre,7,5,1,No Aplica,1,8,Católico,0,Algunas veces a la semana,10,A Favor,CAMPINORTE,yes,no,no
Rural,76,Hombre,7,1,7,No sabe,10,3,Evangélica y Pentecostal,10,Algunas veces a la semana,1,En contra,AQUIDAUANA,no,no,yes
Urbano,24,Hombre,7,3,7,Otro,6,5,Evangélica y Pentecostal,2,Diariamente,9,En contra,BRASÍLIA,NA,NA,NA
Urbano,36,Mujer,6,2,3,Fernando Haddad (PT),8,11,Evangélica y Pentecostal,4,Diariamente,10,A Favor,BRASÍLIA,no,no,no
Urbano,58,Hombre,7,4,5,Jair Bolsonaro (PSL),2,11,Evangélica y Pentecostal,15,Diariamente,1,En contra,CORUMBÁ,no,no,no
Urbano,33,Hombre,5,1,7,Jair Bolsonaro (PSL),1,11,Otro,8,Diariamente,2,En contra,NOVO GAMA,no,no,no
Urbano,36,Hombre,1,1,6,No Aplica,6,4,"Protestante, Protestante Tradicional o Protestante no Evangélico",10,Diariamente,1,A Favor,GOIÂNIA,no,yes,no
Urbano,35,Mujer,6,NA,4,Jair Bolsonaro (PSL),3,11,Católico,5,Nunca,5,En contra,CAMPO ALEGRE DE GOIÁS,no,yes,no
Rural,32,Hombre,7,1,7,Fernando Haddad (PT),4,11,Católico,13,Diariamente,1,A Favor,AQUIDAUANA,yes,no,no
Urbano,48,Hombre,7,2,7,João Amoêdo (NOVO),1,8,Católico,7,Diariamente,8,En contra,CAMPO GRANDE,yes,no,no
Urbano,30,Hombre,7,2,4,Jair Bolsonaro (PSL),1,10,No sabe,9,Diariamente,5,En contra,BRASÍLIA,no,yes,no
Urbano,69,Hombre,7,4,1,Jair Bolsonaro (PSL),1,5,Católico,3,Diariamente,1,A Favor,CORUMBÁ,no,no,no
Urbano,17,Hombre,1,1,5,Jair Bolsonaro (PSL),4,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),9,Algunas veces a la semana,10,En contra,RONDONÓPOLIS,no,no,no
Rural,36,Mujer,7,1,4,Jair Bolsonaro (PSL),1,9,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Diariamente,9,A Favor,CORUMBÁ DE GOIÁS,no,no,no
Rural,24,Mujer,7,1,4,No responde,5,11,Católico,2,Algunas veces a la semana,7,A Favor,CORUMBÁ DE GOIÁS,no,no,no
Urbano,19,Mujer,1,1,5,Fernando Haddad (PT),10,7,Evangélica y Pentecostal,1,Algunas veces a la semana,10,A Favor,NOVO GAMA,NA,NA,NA
Urbano,30,Mujer,1,1,4,No sabe,1,8,Católico,9,Algunas veces a la semana,10,A Favor,CUIABÁ,no,no,no
Urbano,31,Mujer,6,4,4,Ciro Gomes (PDT),2,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",9,Diariamente,10,A Favor,CAMPO GRANDE,no,no,no
Urbano,21,Hombre,7,1,7,No Aplica,5,11,Evangélica y Pentecostal,7,Algunas veces a la semana,10,En contra,BRASÍLIA,no,no,no
Urbano,42,Hombre,1,7,1,Otro,1,8,Católico,10,Algunas veces al mes,4,En contra,CAMPO GRANDE,no,no,no
Urbano,50,Mujer,7,4,7,Jair Bolsonaro (PSL),5,11,Evangélica y Pentecostal,0,Diariamente,1,A Favor,CUIABÁ,no,yes,no
Urbano,20,Hombre,2,2,5,No Aplica,2,7,Espírita Kardecista,6,Diariamente,10,A Favor,LEOPOLDO DE BULHÕES,yes,no,no
Urbano,44,Hombre,6,2,4,No Aplica,5,8,Católico,15,Diariamente,5,A Favor,LEOPOLDO DE BULHÕES,yes,no,no
Urbano,48,Mujer,7,5,7,No responde,7,11,Evangélica y Pentecostal,7,Diariamente,1,En contra,BRASÍLIA,no,no,no
Rural,33,Hombre,7,4,7,No Aplica,4,0,Católico,6,Algunas veces al mes,1,A Favor,AQUIDAUANA,no,no,no
Urbano,17,Hombre,7,4,4,No Aplica,1,9,Evangélica y Pentecostal,10,Algunas veces al mes,10,En contra,CAMPINORTE,no,no,no
Urbano,41,Mujer,6,4,5,Jair Bolsonaro (PSL),1,11,Católico,7,Diariamente,9,A Favor,LEOPOLDO DE BULHÕES,no,no,no
Rural,44,Hombre,2,1,7,No sabe,2,11,Católico,15,Algunas veces a la semana,1,A Favor,CORUMBÁ DE GOIÁS,yes,no,no
Urbano,67,Mujer,2,2,5,Fernando Haddad (PT),10,2,Católico,4,Diariamente,1,A Favor,BRASÍLIA,no,no,no
Urbano,23,Hombre,7,2,4,Jair Bolsonaro (PSL),1,9,Evangélica y Pentecostal,12,Diariamente,1,En contra,CUIABÁ,no,yes,no
Urbano,40,Mujer,6,4,5,Jair Bolsonaro (PSL),3,4,Católico,16,Diariamente,10,A Favor,CORUMBÁ,no,no,no
Urbano,31,Mujer,7,5,7,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,10,Diariamente,1,A Favor,LEOPOLDO DE BULHÕES,no,no,no
Urbano,30,Hombre,6,6,4,No Aplica,10,11,No sabe,12,Diariamente,9,A Favor,CORUMBÁ,no,no,no
Urbano,66,Hombre,7,1,2,Jair Bolsonaro (PSL),1,13,Católico,14,Diariamente,1,A Favor,BRASÍLIA,yes,no,no
Urbano,42,Hombre,6,1,5,Jair Bolsonaro (PSL),1,4,Evangélica y Pentecostal,8,Diariamente,7,A Favor,GOIANÁPOLIS,no,no,no
Urbano,20,Mujer,5,2,5,Fernando Haddad (PT),7,8,Católico,2,Diariamente,2,A Favor,NOVA BRASILÂNDIA,no,no,no
Urbano,19,Hombre,7,1,6,Jair Bolsonaro (PSL),2,8,Evangélica y Pentecostal,13,Diariamente,4,A Favor,APARECIDA DE GOIÂNIA,NA,NA,NA
Urbano,56,Mujer,3,1,7,No Aplica,10,4,Evangélica y Pentecostal,0,Diariamente,1,En contra,CAMPO ALEGRE DE GOIÁS,no,yes,no
Urbano,43,Mujer,3,1,7,Fernando Haddad (PT),9,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),10,Diariamente,10,En contra,GOIÂNIA,no,no,no
Urbano,33,Hombre,5,1,4,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",5,Diariamente,1,A Favor,RONDONÓPOLIS,yes,no,no
Urbano,21,Hombre,7,1,1,Jair Bolsonaro (PSL),1,11,Católico,12,Diariamente,10,A Favor,APARECIDA DE GOIÂNIA,no,no,no
Urbano,26,Hombre,5,3,6,Jair Bolsonaro (PSL),4,8,Católico,15,Diariamente,6,En contra,CUIABÁ,yes,no,no
Urbano,30,Hombre,5,3,7,Jair Bolsonaro (PSL),1,14,Católico,13,Diariamente,9,A Favor,BRASÍLIA,no,no,no
Urbano,42,Hombre,7,1,2,Jair Bolsonaro (PSL),1,11,Católico,NA,Diariamente,5,A Favor,BRASÍLIA,no,no,no
Urbano,79,Hombre,7,7,7,Jair Bolsonaro (PSL),7,9,Católico,NA,Diariamente,NA,En contra,BRASÍLIA,no,no,no
Urbano,54,Mujer,7,5,6,Jair Bolsonaro (PSL),1,8,Católico,15,Diariamente,4,A Favor,RONDONÓPOLIS,no,no,no
Urbano,40,Hombre,7,5,5,Fernando Haddad (PT),6,8,Evangélica y Pentecostal,8,Diariamente,1,A Favor,CAMPO GRANDE,no,yes,no
Urbano,37,Mujer,4,4,6,No Aplica,6,8,"Protestante, Protestante Tradicional o Protestante no Evangélico",3,Diariamente,9,En contra,APARECIDA DE GOIÂNIA,no,no,no
Urbano,46,Hombre,7,4,7,Ciro Gomes (PDT),1,5,Católico,10,Diariamente,7,A Favor,CUIABÁ,no,no,no
Urbano,16,Mujer,7,5,5,No Aplica,5,9,"Protestante, Protestante Tradicional o Protestante no Evangélico",NA,Algunas veces a la semana,7,En contra,BRASÍLIA,no,no,no
Urbano,16,Mujer,7,2,3,No Aplica,10,8,Católico,4,Nunca,5,A Favor,BRASÍLIA,no,no,no
Urbano,19,Hombre,6,3,7,João Amoêdo (NOVO),5,17,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Diariamente,10,En contra,LEOPOLDO DE BULHÕES,yes,no,no
Urbano,72,Hombre,6,3,5,Jair Bolsonaro (PSL),1,4,Espírita Kardecista,16,Diariamente,8,A Favor,LEOPOLDO DE BULHÕES,no,no,no
Urbano,26,Mujer,6,1,5,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,8,Diariamente,1,A Favor,BRASÍLIA,no,no,no
Urbano,54,Hombre,6,1,5,Jair Bolsonaro (PSL),1,1,Católico,NA,Algunas veces a la semana,1,En contra,BRASÍLIA,no,yes,no
Urbano,29,Hombre,5,1,4,No responde,2,11,Católico,12,Diariamente,1,A Favor,BRASÍLIA,no,no,no
Urbano,68,Hombre,5,3,6,Jair Bolsonaro (PSL),4,11,Católico,16,Diariamente,9,En contra,BRASÍLIA,no,yes,no
Urbano,53,Mujer,4,1,3,Jair Bolsonaro (PSL),1,4,Evangélica y Pentecostal,3,Diariamente,1,En contra,CORUMBÁ,no,no,no
Urbano,27,Hombre,6,1,5,Jair Bolsonaro (PSL),2,9,Evangélica y Pentecostal,6,Diariamente,2,A Favor,CAMPO GRANDE,no,no,no
Rural,33,Hombre,7,7,6,No Aplica,10,3,Espírita Kardecista,4,Diariamente,1,En contra,CORUMBÁ DE GOIÁS,no,no,no
Urbano,27,Hombre,1,1,1,Ciro Gomes (PDT),1,11,Espírita Kardecista,NA,Diariamente,10,A Favor,BRASÍLIA,no,yes,no
Rural,21,Mujer,6,5,5,Fernando Haddad (PT),10,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",10,Diariamente,5,A Favor,AQUIDAUANA,no,no,no
Urbano,21,Hombre,6,1,7,Jair Bolsonaro (PSL),1,11,Católico,4,Diariamente,9,A Favor,NOVA BRASILÂNDIA,no,no,no
Urbano,59,Mujer,7,7,7,Jair Bolsonaro (PSL),1,8,Otro,11,Diariamente,10,A Favor,CAMPINORTE,no,no,no
Rural,26,Mujer,7,6,3,Fernando Haddad (PT),5,11,Evangélica y Pentecostal,3,Algunas veces a la semana,9,En contra,AQUIDAUANA,no,no,no
Urbano,41,Mujer,5,1,3,Ciro Gomes (PDT),1,NA,Católico,2,Diariamente,1,En contra,BRASÍLIA,no,no,no
Urbano,77,Hombre,6,4,7,Jair Bolsonaro (PSL),2,10,Católico,16,Diariamente,1,En contra,CAMPO ALEGRE DE GOIÁS,yes,no,no
Rural,49,Hombre,7,4,7,Jair Bolsonaro (PSL),1,5,Evangélica y Pentecostal,10,Diariamente,1,A Favor,AQUIDAUANA,no,no,no
Urbano,22,Mujer,7,5,6,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Algunas veces a la semana,8,En contra,NOVA BRASILÂNDIA,yes,no,no
Rural,54,Mujer,7,4,7,Jair Bolsonaro (PSL),1,NA,Evangélica y Pentecostal,3,Diariamente,1,A Favor,AQUIDAUANA,no,yes,no
Urbano,39,Mujer,7,1,3,Fernando Haddad (PT),10,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),15,Diariamente,8,A Favor,NOVA BRASILÂNDIA,no,no,no
Urbano,60,Hombre,1,1,1,Fernando Haddad (PT),7,6,Católico,8,Diariamente,6,A Favor,CAMPINORTE,no,no,no
Urbano,16,Mujer,4,1,7,No Aplica,10,8,Católico,14,Diariamente,10,En contra,BRASÍLIA,yes,no,no
Urbano,50,Hombre,7,1,6,Fernando Haddad (PT),10,11,Católico,6,Diariamente,5,En contra,RONDONÓPOLIS,yes,no,no
Urbano,57,Mujer,7,3,6,Jair Bolsonaro (PSL),2,11,Evangélica y Pentecostal,15,Algunas veces a la semana,3,En contra,GOIÂNIA,no,no,no
Urbano,41,Hombre,5,1,4,Fernando Haddad (PT),5,11,Católico,3,Diariamente,10,En contra,CORUMBÁ,no,no,no
Urbano,53,Mujer,7,2,1,No Aplica,9,4,Católico,2,Diariamente,NA,A Favor,NOVO GAMA,no,no,no
Urbano,39,Mujer,6,2,4,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,14,Algunas veces a la semana,4,En contra,GOIÂNIA,no,no,no
Urbano,24,Mujer,5,4,6,No Aplica,5,9,Católico,11,Algunas veces a la semana,9,A Favor,CAMPINORTE,no,no,no
Urbano,47,Mujer,7,4,3,No Aplica,10,4,Católico,9,Algunas veces a la semana,10,En contra,LEOPOLDO DE BULHÕES,no,no,no
Urbano,48,Hombre,7,1,3,No Aplica,5,8,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),11,Diariamente,1,En contra,APARECIDA DE GOIÂNIA,no,no,no
Urbano,37,Mujer,7,1,6,Jair Bolsonaro (PSL),1,15,Católico,10,Diariamente,10,A Favor,GOIÂNIA,no,yes,no
Urbano,61,Mujer,7,1,3,Jair Bolsonaro (PSL),1,4,Católico,3,Diariamente,1,A Favor,GOIANÁPOLIS,no,no,no
Urbano,20,Hombre,5,4,2,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,12,Algunas veces a la semana,1,En contra,GOIÂNIA,no,no,no
Urbano,29,Hombre,7,1,5,No Aplica,6,11,Evangélica y Pentecostal,10,Algunas veces a la semana,10,A Favor,GOIÂNIA,no,no,no
Urbano,49,Hombre,5,4,2,No Aplica,2,2,Evangélica y Pentecostal,10,Algunas veces al mes,1,En contra,NOVA BRASILÂNDIA,no,no,no
